problem_id,branch,layer,calls,total_s,mean_s,min_s,max_s,prompt_tokens,completion_tokens
problem_020,single,emit_java,1,0.025821,0.025821,0.025821,0.025821,0,0
problem_021,ontology,generate_dsl,1,0.000836,0.000836,0.000836,0.000836,5074,899
problem_021,ontology,extract_problem,0,0,0.0,0.0,0.0,615,364
problem_021,ontology,reasoner_pellet,1,0.925007,0.925007,0.925007,0.925007,0,0
problem_021,ontology,emit_java,1,0.000756,0.000756,0.000756,0.000756,0,0
problem_021,ontology,validate_dsl,1,0.949892,0.949892,0.949892,0.949892,0,0
problem_021,ontology,generate_dsl,1,0.000606,0.000606,0.000606,0.000606,5072,887
problem_021,ontology,extract_problem,0,0,0.0,0.0,0.0,615,362
problem_021,ontology,reasoner_pellet,1,1.052108,1.052108,1.052108,1.052108,0,0
problem_021,ontology,emit_java,1,0.00154,0.00154,0.00154,0.00154,0,0
problem_021,ontology,validate_dsl,1,1.075283,1.075283,1.075283,1.075283,0,0
problem_021,ontology,generate_dsl,1,0.000748,0.000748,0.000748,0.000748,5073,513
problem_021,ontology,extract_problem,0,0,0.0,0.0,0.0,615,363
problem_021,ontology,reasoner_pellet,1,0.950723,0.950723,0.950723,0.950723,0,0
problem_021,ontology,emit_java,1,0.001053,0.001053,0.001053,0.001053,0,0
problem_021,ontology,validate_dsl,1,0.976106,0.976106,0.976106,0.976106,0,0
problem_021,ontology,generate_dsl,1,0.00111,0.00111,0.00111,0.00111,5073,992
problem_021,ontology,extract_problem,0,0,0.0,0.0,0.0,615,363
problem_021,ontology,reasoner_pellet,1,0.93977,0.93977,0.93977,0.93977,0,0
problem_021,ontology,emit_java,1,0.000685,0.000685,0.000685,0.000685,0,0
problem_021,ontology,validate_dsl,1,0.966449,0.966449,0.966449,0.966449,0,0
problem_021,ontology,generate_dsl,1,0.003087,0.003087,0.003087,0.003087,5084,1021
problem_021,ontology,extract_problem,0,0,0.0,0.0,0.0,615,374
problem_021,ontology,reasoner_pellet,1,0.895158,0.895158,0.895158,0.895158,0,0
problem_021,ontology,emit_java,1,0.000674,0.000674,0.000674,0.000674,0,0
problem_021,ontology,validate_dsl,1,0.916367,0.916367,0.916367,0.916367,0,0
problem_021,single,extract_problem,0,0,0.0,0.0,0.0,615,364
problem_021,single,generate_dsl,1,14.263919,14.263919,14.263919,14.263919,5074,899
problem_021,single,emit_java,1,0.02496,0.02496,0.02496,0.02496,0,0
problem_021,single,extract_problem,0,0,0.0,0.0,0.0,615,362
problem_021,single,generate_dsl,1,12.949245,12.949245,12.949245,12.949245,5072,887
problem_021,single,emit_java,1,0.024185,0.024185,0.024185,0.024185,0,0
problem_021,single,extract_problem,0,0,0.0,0.0,0.0,615,363
problem_021,single,generate_dsl,1,9.991222,9.991222,9.991222,9.991222,5073,513
problem_021,single,emit_java,1,0.023546,0.023546,0.023546,0.023546,0,0
problem_021,single,extract_problem,0,0,0.0,0.0,0.0,615,363
problem_021,single,generate_dsl,1,13.793259,13.793259,13.793259,13.793259,5073,992
problem_021,single,emit_java,1,0.024447,0.024447,0.024447,0.024447,0,0
problem_021,single,extract_problem,0,0,0.0,0.0,0.0,615,374
problem_021,single,generate_dsl,1,13.929435,13.929435,13.929435,13.929435,5084,1021
problem_021,single,emit_java,1,0.016975,0.016975,0.016975,0.016975,0,0
problem_022,ontology,generate_dsl,1,0.000535,0.000535,0.000535,0.000535,4948,406
problem_022,ontology,extract_problem,0,0,0.0,0.0,0.0,604,249
problem_022,ontology,reasoner_pellet,1,0.923559,0.923559,0.923559,0.923559,0,0
problem_022,ontology,emit_java,1,0.000719,0.000719,0.000719,0.000719,0,0
problem_022,ontology,validate_dsl,1,0.940865,0.940865,0.940865,0.940865,0,0
problem_022,ontology,generate_dsl,1,0.000862,0.000862,0.000862,0.000862,4969,424
problem_022,ontology,extract_problem,0,0,0.0,0.0,0.0,604,270
problem_022,ontology,reasoner_pellet,1,0.935531,0.935531,0.935531,0.935531,0,0
problem_022,ontology,emit_java,1,0.001057,0.001057,0.001057,0.001057,0,0
problem_022,ontology,validate_dsl,1,0.957831,0.957831,0.957831,0.957831,0,0
problem_022,ontology,generate_dsl,1,0.000582,0.000582,0.000582,0.000582,4980,400
problem_022,ontology,extract_problem,0,0,0.0,0.0,0.0,604,281
problem_022,ontology,reasoner_pellet,1,0.867267,0.867267,0.867267,0.867267,0,0
problem_022,ontology,emit_java,1,0.000622,0.000622,0.000622,0.000622,0,0
problem_022,ontology,validate_dsl,1,0.886943,0.886943,0.886943,0.886943,0,0
problem_022,ontology,generate_dsl,1,0.000717,0.000717,0.000717,0.000717,4966,399
problem_022,ontology,extract_problem,0,0,0.0,0.0,0.0,604,267
problem_022,ontology,reasoner_pellet,1,0.863594,0.863594,0.863594,0.863594,0,0
problem_022,ontology,emit_java,1,0.000774,0.000774,0.000774,0.000774,0,0
problem_022,ontology,validate_dsl,1,0.882696,0.882696,0.882696,0.882696,0,0
problem_022,ontology,generate_dsl,1,0.000476,0.000476,0.000476,0.000476,4989,430
problem_022,ontology,extract_problem,0,0,0.0,0.0,0.0,604,290
problem_022,ontology,reasoner_pellet,1,0.936337,0.936337,0.936337,0.936337,0,0
problem_022,ontology,emit_java,1,0.000633,0.000633,0.000633,0.000633,0,0
problem_022,ontology,validate_dsl,1,0.95784,0.95784,0.95784,0.95784,0,0
problem_022,single,extract_problem,0,0,0.0,0.0,0.0,604,249
problem_022,single,generate_dsl,1,11.865019,11.865019,11.865019,11.865019,4948,406
problem_022,single,emit_java,1,0.021456,0.021456,0.021456,0.021456,0,0
problem_022,single,extract_problem,0,0,0.0,0.0,0.0,604,270
problem_022,single,generate_dsl,1,8.237294,8.237294,8.237294,8.237294,4969,424
problem_022,single,emit_java,1,0.014389,0.014389,0.014389,0.014389,0,0
problem_022,single,extract_problem,0,0,0.0,0.0,0.0,604,281
problem_022,single,generate_dsl,1,8.621048,8.621048,8.621048,8.621048,4980,400
problem_022,single,emit_java,1,0.014737,0.014737,0.014737,0.014737,0,0
problem_022,single,extract_problem,0,0,0.0,0.0,0.0,604,267
problem_022,single,generate_dsl,1,8.157185,8.157185,8.157185,8.157185,4966,399
problem_022,single,emit_java,1,0.023376,0.023376,0.023376,0.023376,0,0
problem_022,single,extract_problem,0,0,0.0,0.0,0.0,604,290
problem_022,single,generate_dsl,1,8.566555,8.566555,8.566555,8.566555,4989,430
problem_022,single,emit_java,1,0.019676,0.019676,0.019676,0.019676,0,0
problem_023,ontology,generate_dsl,1,0.001182,0.001182,0.001182,0.001182,5578,1229
problem_023,ontology,extract_problem,0,0,0.0,0.0,0.0,661,818
problem_023,ontology,reasoner_pellet,1,0.954958,0.954958,0.954958,0.954958,0,0
problem_023,ontology,emit_java,1,0.000811,0.000811,0.000811,0.000811,0,0
problem_023,ontology,validate_dsl,1,0.983103,0.983103,0.983103,0.983103,0,0
problem_023,ontology,generate_dsl,4,45.988102,11.497026,0.002868,15.831024,23002,4728
problem_023,ontology,extract_problem,0,0,0.0,0.0,0.0,661,843
problem_023,ontology,reasoner_pellet,3,2.879461,0.95982,0.923675,1.021839,0,0
problem_023,ontology,emit_java,1,0.00109,0.00109,0.00109,0.00109,0,0
problem_023,ontology,validate_dsl,4,3.068447,0.767112,0.049811,1.071067,0,0
problem_023,ontology,generate_dsl,2,15.588261,7.79413,0.000821,15.587439,11269,2318
problem_023,ontology,extract_problem,0,0,0.0,0.0,0.0,661,787
problem_023,ontology,reasoner_pellet,2,1.955968,0.977984,0.967809,0.988158,0,0
problem_023,ontology,emit_java,1,0.001049,0.001049,0.001049,0.001049,0,0
problem_023,ontology,validate_dsl,2,2.03167,1.015835,1.015421,1.016249,0,0
problem_023,ontology,generate_dsl,3,30.746832,10.248944,0.00259,15.85854,17084,3499
problem_023,ontology,extract_problem,0,0,0.0,0.0,0.0,661,811
problem_023,ontology,reasoner_pellet,2,1.885145,0.942573,0.931846,0.953299,0,0
problem_023,ontology,emit_java,1,0.000814,0.000814,0.000814,0.000814,0,0
problem_023,ontology,validate_dsl,3,2.013429,0.671143,0.055814,0.979265,0,0
problem_023,ontology,generate_dsl,1,0.002413,0.002413,0.002413,0.002413,5585,1165
problem_023,ontology,extract_problem,0,0,0.0,0.0,0.0,661,809
problem_023,ontology,reasoner_pellet,1,0.94408,0.94408,0.94408,0.94408,0,0
problem_023,ontology,emit_java,1,0.000993,0.000993,0.000993,0.000993,0,0
problem_023,ontology,validate_dsl,1,0.96563,0.96563,0.96563,0.96563,0,0
problem_023,single,extract_problem,0,0,0.0,0.0,0.0,661,818
problem_023,single,generate_dsl,1,14.985759,14.985759,14.985759,14.985759,5578,1229
problem_023,single,emit_java,1,0.029151,0.029151,0.029151,0.029151,0,0
problem_023,single,extract_problem,0,0,0.0,0.0,0.0,661,843
problem_023,single,generate_dsl,1,15.724431,15.724431,15.724431,15.724431,5609,1195
problem_023,single,emit_java,1,0.020127,0.020127,0.020127,0.020127,0,0
problem_023,single,extract_problem,0,0,0.0,0.0,0.0,661,787
problem_023,single,generate_dsl,1,13.523423,13.523423,13.523423,13.523423,5543,1068
problem_023,single,emit_java,1,0.031733,0.031733,0.031733,0.031733,0,0
problem_023,single,extract_problem,0,0,0.0,0.0,0.0,661,811
problem_023,single,generate_dsl,1,13.484997,13.484997,13.484997,13.484997,5567,1078
problem_023,single,emit_java,1,0.020235,0.020235,0.020235,0.020235,0,0
problem_023,single,extract_problem,0,0,0.0,0.0,0.0,661,809
problem_023,single,generate_dsl,1,16.532315,16.532315,16.532315,16.532315,5585,1165
problem_023,single,emit_java,1,0.033151,0.033151,0.033151,0.033151,0,0
problem_024,ontology,generate_dsl,1,0.001032,0.001032,0.001032,0.001032,5569,1937
problem_024,ontology,extract_problem,0,0,0.0,0.0,0.0,662,812
problem_024,ontology,reasoner_pellet,1,0.927836,0.927836,0.927836,0.927836,0,0
problem_024,ontology,emit_java,1,0.001139,0.001139,0.001139,0.001139,0,0
problem_024,ontology,validate_dsl,1,0.952088,0.952088,0.952088,0.952088,0,0
problem_024,ontology,generate_dsl,1,0.002391,0.002391,0.002391,0.002391,5580,1829
problem_024,ontology,extract_problem,0,0,0.0,0.0,0.0,662,823
problem_024,ontology,reasoner_pellet,1,0.906316,0.906316,0.906316,0.906316,0,0
problem_024,ontology,emit_java,1,0.000833,0.000833,0.000833,0.000833,0,0
problem_024,ontology,validate_dsl,1,0.942373,0.942373,0.942373,0.942373,0,0
problem_024,ontology,generate_dsl,2,22.776105,11.388053,0.000809,22.775297,11317,3408
problem_024,ontology,extract_problem,0,0,0.0,0.0,0.0,662,839
problem_024,ontology,reasoner_pellet,2,2.013861,1.00693,0.974058,1.039803,0,0
problem_024,ontology,emit_java,1,0.00108,0.00108,0.00108,0.00108,0,0
problem_024,ontology,validate_dsl,2,2.097745,1.048873,1.028833,1.068912,0,0
problem_024,ontology,generate_dsl,1,0.000599,0.000599,0.000599,0.000599,5498,1578
problem_024,ontology,extract_problem,0,0,0.0,0.0,0.0,662,741
problem_024,ontology,reasoner_pellet,1,0.994751,0.994751,0.994751,0.994751,0,0
problem_024,ontology,emit_java,1,0.001108,0.001108,0.001108,0.001108,0,0
problem_024,ontology,validate_dsl,1,1.015912,1.015912,1.015912,1.015912,0,0
problem_024,ontology,generate_dsl,1,0.00262,0.00262,0.00262,0.00262,5687,1877
problem_024,ontology,extract_problem,0,0,0.0,0.0,0.0,662,930
problem_024,ontology,reasoner_pellet,1,1.105115,1.105115,1.105115,1.105115,0,0
problem_024,ontology,emit_java,1,0.001647,0.001647,0.001647,0.001647,0,0
problem_024,ontology,validate_dsl,1,1.135901,1.135901,1.135901,1.135901,0,0
problem_024,single,extract_problem,0,0,0.0,0.0,0.0,662,812
problem_024,single,generate_dsl,1,23.410387,23.410387,23.410387,23.410387,5569,1937
problem_024,single,emit_java,1,0.023103,0.023103,0.023103,0.023103,0,0
problem_024,single,extract_problem,0,0,0.0,0.0,0.0,662,823
problem_024,single,generate_dsl,1,23.445505,23.445505,23.445505,23.445505,5580,1829
problem_024,single,emit_java,1,0.023221,0.023221,0.023221,0.023221,0,0
problem_024,single,extract_problem,0,0,0.0,0.0,0.0,662,839
problem_024,single,generate_dsl,1,19.717891,19.717891,19.717891,19.717891,5596,1527
problem_024,single,emit_java,1,0.025154,0.025154,0.025154,0.025154,0,0
problem_024,single,extract_problem,0,0,0.0,0.0,0.0,662,741
problem_024,single,generate_dsl,1,22.93804,22.93804,22.93804,22.93804,5498,1578
problem_024,single,emit_java,1,0.038722,0.038722,0.038722,0.038722,0,0
problem_024,single,extract_problem,0,0,0.0,0.0,0.0,662,930
problem_024,single,generate_dsl,1,22.929963,22.929963,22.929963,22.929963,5687,1877
problem_024,single,emit_java,1,0.025045,0.025045,0.025045,0.025045,0,0
problem_025,ontology,generate_dsl,1,0.001369,0.001369,0.001369,0.001369,5161,550
problem_025,ontology,extract_problem,0,0,0.0,0.0,0.0,639,427
problem_025,ontology,reasoner_pellet,1,1.032698,1.032698,1.032698,1.032698,0,0
problem_025,ontology,emit_java,1,0.000909,0.000909,0.000909,0.000909,0,0
problem_025,ontology,validate_dsl,1,1.054326,1.054326,1.054326,1.054326,0,0
problem_025,ontology,generate_dsl,1,0.000756,0.000756,0.000756,0.000756,5151,545
problem_025,ontology,extract_problem,0,0,0.0,0.0,0.0,639,417
problem_025,ontology,reasoner_pellet,1,0.896679,0.896679,0.896679,0.896679,0,0
problem_025,ontology,emit_java,1,0.000705,0.000705,0.000705,0.000705,0,0
problem_025,ontology,validate_dsl,1,0.914452,0.914452,0.914452,0.914452,0,0
problem_025,ontology,generate_dsl,1,0.000751,0.000751,0.000751,0.000751,5145,631
problem_025,ontology,extract_problem,0,0,0.0,0.0,0.0,639,411
problem_025,ontology,reasoner_pellet,1,0.982899,0.982899,0.982899,0.982899,0,0
problem_025,ontology,emit_java,1,0.000694,0.000694,0.000694,0.000694,0,0
problem_025,ontology,validate_dsl,1,1.017048,1.017048,1.017048,1.017048,0,0
problem_025,ontology,generate_dsl,1,0.000588,0.000588,0.000588,0.000588,5145,549
problem_025,ontology,extract_problem,0,0,0.0,0.0,0.0,639,411
problem_025,ontology,reasoner_pellet,1,0.979756,0.979756,0.979756,0.979756,0,0
problem_025,ontology,emit_java,1,0.000667,0.000667,0.000667,0.000667,0,0
problem_025,ontology,validate_dsl,1,1.003292,1.003292,1.003292,1.003292,0,0
problem_025,ontology,generate_dsl,1,0.000473,0.000473,0.000473,0.000473,5172,631
problem_025,ontology,extract_problem,0,0,0.0,0.0,0.0,639,438
problem_025,ontology,reasoner_pellet,1,0.897622,0.897622,0.897622,0.897622,0,0
problem_025,ontology,emit_java,1,0.000645,0.000645,0.000645,0.000645,0,0
problem_025,ontology,validate_dsl,1,0.904144,0.904144,0.904144,0.904144,0,0
problem_025,single,extract_problem,0,0,0.0,0.0,0.0,639,427
problem_025,single,generate_dsl,1,10.437011,10.437011,10.437011,10.437011,5161,550
problem_025,single,emit_java,1,0.022666,0.022666,0.022666,0.022666,0,0
problem_025,single,extract_problem,0,0,0.0,0.0,0.0,639,417
problem_025,single,generate_dsl,1,9.330069,9.330069,9.330069,9.330069,5151,545
problem_025,single,emit_java,1,0.023388,0.023388,0.023388,0.023388,0,0
problem_025,single,extract_problem,0,0,0.0,0.0,0.0,639,411
problem_025,single,generate_dsl,1,10.069697,10.069697,10.069697,10.069697,5145,631
problem_025,single,emit_java,1,0.022569,0.022569,0.022569,0.022569,0,0
problem_025,single,extract_problem,0,0,0.0,0.0,0.0,639,411
problem_025,single,generate_dsl,1,9.036916,9.036916,9.036916,9.036916,5145,549
problem_025,single,emit_java,1,0.022482,0.022482,0.022482,0.022482,0,0
problem_025,single,extract_problem,0,0,0.0,0.0,0.0,639,438
problem_025,single,generate_dsl,1,9.838468,9.838468,9.838468,9.838468,5172,631
problem_025,single,emit_java,1,0.001574,0.001574,0.001574,0.001574,0,0
problem_026,ontology,generate_dsl,1,0.000516,0.000516,0.000516,0.000516,5137,410
problem_026,ontology,extract_problem,0,0,0.0,0.0,0.0,607,431
problem_026,ontology,reasoner_pellet,1,0.957174,0.957174,0.957174,0.957174,0,0
problem_026,ontology,emit_java,1,0.000641,0.000641,0.000641,0.000641,0,0
problem_026,ontology,validate_dsl,1,0.979955,0.979955,0.979955,0.979955,0,0
problem_026,ontology,generate_dsl,1,0.000864,0.000864,0.000864,0.000864,5143,776
problem_026,ontology,extract_problem,0,0,0.0,0.0,0.0,607,437
problem_026,ontology,reasoner_pellet,1,0.962939,0.962939,0.962939,0.962939,0,0
problem_026,ontology,emit_java,1,0.000805,0.000805,0.000805,0.000805,0,0
problem_026,ontology,validate_dsl,1,0.989004,0.989004,0.989004,0.989004,0,0
problem_026,ontology,generate_dsl,1,0.000802,0.000802,0.000802,0.000802,5067,470
problem_026,ontology,extract_problem,0,0,0.0,0.0,0.0,607,365
problem_026,ontology,reasoner_pellet,1,0.9888,0.9888,0.9888,0.9888,0,0
problem_026,ontology,emit_java,1,0.001035,0.001035,0.001035,0.001035,0,0
problem_026,ontology,validate_dsl,1,1.010246,1.010246,1.010246,1.010246,0,0
problem_026,ontology,generate_dsl,1,0.000584,0.000584,0.000584,0.000584,5129,377
problem_026,ontology,extract_problem,0,0,0.0,0.0,0.0,607,423
problem_026,ontology,reasoner_pellet,1,1.084833,1.084833,1.084833,1.084833,0,0
problem_026,ontology,emit_java,1,0.000764,0.000764,0.000764,0.000764,0,0
problem_026,ontology,validate_dsl,1,1.109122,1.109122,1.109122,1.109122,0,0
problem_026,ontology,generate_dsl,1,0.000588,0.000588,0.000588,0.000588,5179,867
problem_026,ontology,extract_problem,0,0,0.0,0.0,0.0,607,473
problem_026,ontology,reasoner_pellet,1,1.093375,1.093375,1.093375,1.093375,0,0
problem_026,ontology,emit_java,1,0.001183,0.001183,0.001183,0.001183,0,0
problem_026,ontology,validate_dsl,1,1.120635,1.120635,1.120635,1.120635,0,0
problem_026,single,extract_problem,0,0,0.0,0.0,0.0,607,431
problem_026,single,generate_dsl,1,8.335815,8.335815,8.335815,8.335815,5137,410
problem_026,single,emit_java,1,0.024615,0.024615,0.024615,0.024615,0,0
problem_026,single,extract_problem,0,0,0.0,0.0,0.0,607,437
problem_026,single,generate_dsl,1,11.780789,11.780789,11.780789,11.780789,5143,776
problem_026,single,emit_java,1,0.021716,0.021716,0.021716,0.021716,0,0
problem_026,single,extract_problem,0,0,0.0,0.0,0.0,607,365
problem_026,single,generate_dsl,1,8.338089,8.338089,8.338089,8.338089,5067,470
problem_026,single,emit_java,1,0.021883,0.021883,0.021883,0.021883,0,0
problem_026,single,extract_problem,0,0,0.0,0.0,0.0,607,423
problem_026,single,generate_dsl,1,7.726924,7.726924,7.726924,7.726924,5129,377
problem_026,single,emit_java,1,0.018697,0.018697,0.018697,0.018697,0,0
problem_026,single,extract_problem,0,0,0.0,0.0,0.0,607,473
problem_026,single,generate_dsl,1,13.188523,13.188523,13.188523,13.188523,5179,867
problem_026,single,emit_java,1,0.034166,0.034166,0.034166,0.034166,0,0
problem_027,ontology,generate_dsl,1,0.001193,0.001193,0.001193,0.001193,5141,355
problem_027,ontology,extract_problem,0,0,0.0,0.0,0.0,640,406
problem_027,ontology,reasoner_pellet,1,1.037074,1.037074,1.037074,1.037074,0,0
problem_027,ontology,emit_java,1,0.00066,0.00066,0.00066,0.00066,0,0
problem_027,ontology,validate_dsl,1,1.058639,1.058639,1.058639,1.058639,0,0
problem_027,ontology,generate_dsl,1,0.000955,0.000955,0.000955,0.000955,5122,376
problem_027,ontology,extract_problem,0,0,0.0,0.0,0.0,640,387
problem_027,ontology,reasoner_pellet,1,1.088048,1.088048,1.088048,1.088048,0,0
problem_027,ontology,emit_java,1,0.001018,0.001018,0.001018,0.001018,0,0
problem_027,ontology,validate_dsl,1,1.109643,1.109643,1.109643,1.109643,0,0
problem_027,ontology,generate_dsl,1,0.00151,0.00151,0.00151,0.00151,5124,379
problem_027,ontology,extract_problem,0,0,0.0,0.0,0.0,640,389
problem_027,ontology,reasoner_pellet,1,1.104879,1.104879,1.104879,1.104879,0,0
problem_027,ontology,emit_java,1,0.000778,0.000778,0.000778,0.000778,0,0
problem_027,ontology,validate_dsl,1,1.129332,1.129332,1.129332,1.129332,0,0
problem_027,ontology,generate_dsl,1,0.001311,0.001311,0.001311,0.001311,5105,376
problem_027,ontology,extract_problem,0,0,0.0,0.0,0.0,640,370
problem_027,ontology,reasoner_pellet,1,1.402667,1.402667,1.402667,1.402667,0,0
problem_027,ontology,emit_java,1,0.001495,0.001495,0.001495,0.001495,0,0
problem_027,ontology,validate_dsl,1,1.431076,1.431076,1.431076,1.431076,0,0
problem_027,ontology,generate_dsl,1,0.002959,0.002959,0.002959,0.002959,5140,378
problem_027,ontology,extract_problem,0,0,0.0,0.0,0.0,640,405
problem_027,ontology,reasoner_pellet,1,1.494296,1.494296,1.494296,1.494296,0,0
problem_027,ontology,emit_java,1,0.001657,0.001657,0.001657,0.001657,0,0
problem_027,ontology,validate_dsl,1,1.522951,1.522951,1.522951,1.522951,0,0
problem_027,single,extract_problem,0,0,0.0,0.0,0.0,640,406
problem_027,single,generate_dsl,1,7.228487,7.228487,7.228487,7.228487,5141,355
problem_027,single,emit_java,1,0.030014,0.030014,0.030014,0.030014,0,0
problem_027,single,extract_problem,0,0,0.0,0.0,0.0,640,387
problem_027,single,generate_dsl,1,7.794831,7.794831,7.794831,7.794831,5122,376
problem_027,single,emit_java,1,0.021591,0.021591,0.021591,0.021591,0,0
problem_027,single,extract_problem,0,0,0.0,0.0,0.0,640,389
problem_027,single,generate_dsl,1,8.540855,8.540855,8.540855,8.540855,5124,379
problem_027,single,emit_java,1,0.021913,0.021913,0.021913,0.021913,0,0
problem_027,single,extract_problem,0,0,0.0,0.0,0.0,640,370
problem_027,single,generate_dsl,1,8.370363,8.370363,8.370363,8.370363,5105,376
problem_027,single,emit_java,1,0.022935,0.022935,0.022935,0.022935,0,0
problem_027,single,extract_problem,0,0,0.0,0.0,0.0,640,405
problem_027,single,generate_dsl,1,7.798682,7.798682,7.798682,7.798682,5140,378
problem_027,single,emit_java,1,0.022194,0.022194,0.022194,0.022194,0,0
